task,loss
badham2017deficits,0.5490626692771912
bahrami2020four,0.7424582839012146
enkavi2019adaptivenback,0.45334550738334656
enkavi2019digitspan,0.6166703701019287
enkavi2019gonogo,0.00017602839216124266
enkavi2019recentprobes,0.2733812928199768
feng2021dynamics,0.23727452754974365
flesch2018comparing,0.39797842502593994
frey2017cct,0.21187888085842133
frey2017risk,0.07238686084747314
gershman2018deconstructing,0.31631672382354736
gershman2020reward,0.544500470161438
hebart2023things,0.8643530011177063
hilbig2014generalized,0.13297919929027557
kool2016when,0.5179355144500732
kool2017cost,0.5573105216026306
lefebvre2017behavioural,0.503359317779541
levering2020revisiting,0.5254305601119995
ludwig2023human,0.5475892424583435
peterson2021using,0.4531872868537903
plonsky2018when,0.3582491874694824
ruggeri2022globalizability,0.4582604467868805
sadeghiyeh2020temporal,0.5978482961654663
schulz2020finding,0.684278130531311
somerville2017charting,0.35214123129844666
speekenbrink2008learning,0.552064836025238
steingroever2015data,0.948237955570221
tomov2020discovery,1.2732744216918945
tomov2021multitask,0.6023514866828918
waltz2020differential,0.15869170427322388
wilson2014humans,0.47065088152885437
wu2023chunking,0.17573383450508118
wulff2018description,0.6679434776306152
wulff2018sampling,0.5062896609306335
xiong2023neural,0.30753687024116516
zorowitz2023data,0.5179552435874939
collsiöö2023MCPL,1.197272777557373
cox2017information,1.199472188949585
garcia2023experiential,0.497803270816803
jansen2021dunningkruger,1.513867735862732
krueger2022identifying,0.500945508480072
kumar2023disentangling,2.0521066188812256
popov2023intent,1.0525916814804077
wise2019acomputational,4.665258884429932
wu2018generalisation,2.1227424144744873
zhu2020bayesian,2.421642780303955
