task,loss
badham2017deficits,0.5558946132659912
bahrami2020four,0.7664418816566467
enkavi2019adaptivenback,0.46217694878578186
enkavi2019digitspan,0.6313358545303345
enkavi2019gonogo,0.00012012661318294704
enkavi2019recentprobes,0.27998098731040955
feng2021dynamics,0.2308727502822876
flesch2018comparing,0.39830490946769714
frey2017cct,0.213322252035141
frey2017risk,0.07180459052324295
gershman2018deconstructing,0.32086458802223206
gershman2020reward,0.5635008215904236
hebart2023things,0.8965898156166077
hilbig2014generalized,0.13177244365215302
kool2016when,0.5292460918426514
kool2017cost,0.5618532299995422
lefebvre2017behavioural,0.522957444190979
levering2020revisiting,0.524728000164032
ludwig2023human,0.5433393716812134
peterson2021using,0.45809754729270935
plonsky2018when,0.3622659146785736
ruggeri2022globalizability,0.4534569978713989
sadeghiyeh2020temporal,0.6045548915863037
schulz2020finding,0.691599428653717
somerville2017charting,0.3552916944026947
speekenbrink2008learning,0.5508860349655151
steingroever2015data,0.9610623121261597
tomov2020discovery,1.26540207862854
tomov2021multitask,0.6090642213821411
waltz2020differential,0.16710010170936584
wilson2014humans,0.47314491868019104
wu2023chunking,0.17548148334026337
wulff2018description,0.6568846106529236
wulff2018sampling,0.5135270953178406
xiong2023neural,0.31538721919059753
zorowitz2023data,0.524817943572998
collsiöö2023MCPL,1.2132283449172974
cox2017information,1.250770926475525
garcia2023experiential,0.4960378110408783
jansen2021dunningkruger,1.5531777143478394
krueger2022identifying,0.5327674150466919
kumar2023disentangling,2.104809284210205
popov2023intent,1.2544350624084473
wise2019acomputational,5.230246067047119
wu2018generalisation,2.275298833847046
zhu2020bayesian,2.562378406524658
