task,loss
badham2017deficits,0.5938447713851929
bahrami2020four,0.9096056818962097
enkavi2019adaptivenback,0.5272771120071411
enkavi2019digitspan,0.685173749923706
enkavi2019gonogo,0.004418749827891588
enkavi2019recentprobes,0.3471715450286865
feng2021dynamics,0.34489619731903076
flesch2018comparing,0.445085346698761
frey2017cct,0.2504337728023529
frey2017risk,0.08117133378982544
gershman2018deconstructing,0.3927987813949585
gershman2020reward,0.6057714819908142
hebart2023things,1.131069540977478
hilbig2014generalized,0.18588876724243164
kool2016when,0.6348210573196411
kool2017cost,0.6329171657562256
lefebvre2017behavioural,0.5556671619415283
levering2020revisiting,0.5511137843132019
ludwig2023human,0.5882843732833862
peterson2021using,0.5477933287620544
plonsky2018when,0.4029864966869354
ruggeri2022globalizability,0.7037650942802429
sadeghiyeh2020temporal,0.6521236896514893
schulz2020finding,0.8318947553634644
somerville2017charting,0.49294668436050415
speekenbrink2008learning,0.5843104124069214
steingroever2015data,1.0657285451889038
tomov2020discovery,1.5732063055038452
tomov2021multitask,0.6765440702438354
waltz2020differential,0.24098512530326843
wilson2014humans,0.5368773937225342
wu2023chunking,0.19004817306995392
wulff2018description,1.0098336935043335
wulff2018sampling,0.608758270740509
xiong2023neural,0.3403501808643341
zorowitz2023data,0.5891983509063721
collsiöö2023MCPL,1.2620879411697388
cox2017information,1.3573540449142456
garcia2023experiential,0.5697009563446045
jansen2021dunningkruger,1.909471035003662
krueger2022identifying,0.6746678352355957
kumar2023disentangling,2.59692120552063
popov2023intent,1.1833263635635376
wise2019acomputational,4.745311260223389
wu2018generalisation,2.4580864906311035
zhu2020bayesian,2.5768511295318604
