task,loss
badham2017deficits,0.5498817563056946
bahrami2020four,0.7332513332366943
enkavi2019adaptivenback,0.4334643483161926
enkavi2019digitspan,0.604369044303894
enkavi2019gonogo,5.885522114112973e-05
enkavi2019recentprobes,0.26260367035865784
feng2021dynamics,0.33731988072395325
flesch2018comparing,0.5752789974212646
frey2017cct,0.21309977769851685
frey2017risk,0.06996912509202957
gershman2018deconstructing,0.29869961738586426
gershman2020reward,0.6352639198303223
hebart2023things,0.8328307271003723
hilbig2014generalized,0.08325112611055374
kool2016when,0.5284907817840576
kool2017cost,0.5566515922546387
lefebvre2017behavioural,0.5025767683982849
levering2020revisiting,0.5109404921531677
ludwig2023human,0.60566246509552
peterson2021using,0.4437481164932251
plonsky2018when,0.43396124243736267
ruggeri2022globalizability,0.44035398960113525
sadeghiyeh2020temporal,0.6068669557571411
schulz2020finding,0.723349392414093
somerville2017charting,0.4007706642150879
speekenbrink2008learning,0.5730234384536743
steingroever2015data,0.9400802850723267
tomov2020discovery,1.2897735834121704
tomov2021multitask,0.7688719034194946
waltz2020differential,0.18265357613563538
wilson2014humans,0.518152117729187
wu2023chunking,0.1578788459300995
wulff2018description,0.6195493340492249
wulff2018sampling,0.4999881088733673
xiong2023neural,0.38662829995155334
zorowitz2023data,0.5326203107833862
collsiöö2023MCPL,1.6283957958221436
cox2017information,1.343587875366211
garcia2023experiential,0.46845895051956177
jansen2021dunningkruger,1.494299054145813
krueger2022identifying,0.5585253834724426
kumar2023disentangling,0.01543851476162672
popov2023intent,1.1508960723876953
wise2019acomputational,5.301651954650879
wu2018generalisation,2.1918277740478516
zhu2020bayesian,2.5637457370758057
