task,loss
badham2017deficits,0.601658284664154
bahrami2020four,0.8276224136352539
enkavi2019adaptivenback,0.5183047652244568
enkavi2019digitspan,0.7033706903457642
enkavi2019gonogo,0.00039619026938453317
enkavi2019recentprobes,0.29954826831817627
feng2021dynamics,0.33841729164123535
flesch2018comparing,0.4369526207447052
frey2017cct,0.2343895435333252
frey2017risk,0.07633402198553085
gershman2018deconstructing,0.35256490111351013
gershman2020reward,0.6462993621826172
hebart2023things,1.105437159538269
hilbig2014generalized,0.42006179690361023
kool2016when,0.5949898958206177
kool2017cost,0.6131477952003479
lefebvre2017behavioural,0.5431283712387085
levering2020revisiting,0.5562966465950012
ludwig2023human,0.57742840051651
peterson2021using,0.49091652035713196
plonsky2018when,0.3784852921962738
ruggeri2022globalizability,0.5445690751075745
sadeghiyeh2020temporal,0.6200319528579712
schulz2020finding,0.7661433815956116
somerville2017charting,0.42977067828178406
speekenbrink2008learning,0.5655859708786011
steingroever2015data,0.9981558918952942
tomov2020discovery,1.428154706954956
tomov2021multitask,0.6632447838783264
waltz2020differential,0.24092742800712585
wilson2014humans,0.5092154741287231
wu2023chunking,0.18712876737117767
wulff2018description,0.6881360411643982
wulff2018sampling,0.5411943793296814
xiong2023neural,0.34564879536628723
zorowitz2023data,0.5652098655700684
collsiöö2023MCPL,1.3559504747390747
cox2017information,1.495370626449585
garcia2023experiential,0.5760985016822815
jansen2021dunningkruger,1.6349499225616455
krueger2022identifying,0.650442898273468
kumar2023disentangling,2.5228028297424316
popov2023intent,1.5101202726364136
wise2019acomputational,5.082917213439941
wu2018generalisation,2.2941322326660156
zhu2020bayesian,2.6661176681518555
