task,loss
badham2017deficits,0.6028557419776917
bahrami2020four,0.9857263565063477
enkavi2019adaptivenback,0.5728374719619751
enkavi2019digitspan,0.8315001726150513
enkavi2019gonogo,0.008506735786795616
enkavi2019recentprobes,0.40296733379364014
feng2021dynamics,0.3882152736186981
flesch2018comparing,0.480355829000473
frey2017cct,0.26287731528282166
frey2017risk,0.09514262527227402
gershman2018deconstructing,0.4585406482219696
gershman2020reward,0.7216761112213135
hebart2023things,1.1869912147521973
hilbig2014generalized,0.3042064607143402
kool2016when,0.7204711437225342
kool2017cost,0.7065907716751099
lefebvre2017behavioural,0.6066155433654785
levering2020revisiting,0.6261024475097656
ludwig2023human,0.623889148235321
peterson2021using,0.6848715543746948
plonsky2018when,0.4689573049545288
ruggeri2022globalizability,0.7581638097763062
sadeghiyeh2020temporal,0.6876227259635925
schulz2020finding,0.9759030938148499
somerville2017charting,0.5270146131515503
speekenbrink2008learning,0.624884843826294
steingroever2015data,1.1063809394836426
tomov2020discovery,1.6109837293624878
tomov2021multitask,0.8188875317573547
waltz2020differential,0.32885831594467163
wilson2014humans,0.567448079586029
wu2023chunking,0.2517656683921814
wulff2018description,1.2843157052993774
wulff2018sampling,0.8260616064071655
xiong2023neural,0.4190720021724701
zorowitz2023data,0.6452912092208862
collsiöö2023MCPL,1.384109616279602
cox2017information,1.526363492012024
garcia2023experiential,0.7315573692321777
jansen2021dunningkruger,2.11441969871521
krueger2022identifying,0.8489417433738708
kumar2023disentangling,3.0347084999084473
popov2023intent,1.517013669013977
wise2019acomputational,5.488458633422852
wu2018generalisation,2.823066234588623
zhu2020bayesian,2.8390820026397705
