task,loss
badham2017deficits,0.5384312868118286
bahrami2020four,0.7108981013298035
enkavi2019adaptivenback,0.41274964809417725
enkavi2019digitspan,0.5772913694381714
enkavi2019gonogo,1.2041065019730013e-05
enkavi2019recentprobes,0.2614128589630127
feng2021dynamics,0.22098885476589203
flesch2018comparing,0.38055381178855896
frey2017cct,0.20202316343784332
frey2017risk,0.06540987640619278
gershman2018deconstructing,0.2932143211364746
gershman2020reward,0.5237135887145996
hebart2023things,0.7994263768196106
hilbig2014generalized,0.09422992914915085
kool2016when,0.4903619587421417
kool2017cost,0.5267626047134399
lefebvre2017behavioural,0.48779717087745667
levering2020revisiting,0.5005109310150146
ludwig2023human,0.5093392729759216
peterson2021using,0.4344632923603058
plonsky2018when,0.3377576768398285
ruggeri2022globalizability,0.4386913776397705
sadeghiyeh2020temporal,0.5809162855148315
schulz2020finding,0.652657151222229
somerville2017charting,0.33981725573539734
speekenbrink2008learning,0.5421926975250244
steingroever2015data,0.9124505519866943
tomov2020discovery,1.138393759727478
tomov2021multitask,0.5766856074333191
waltz2020differential,0.15498264133930206
wilson2014humans,0.4520536959171295
wu2023chunking,0.16716690361499786
wulff2018description,0.6200731992721558
wulff2018sampling,0.48636719584465027
xiong2023neural,0.29102131724357605
zorowitz2023data,0.5104120969772339
jansen2021dunningkruger,1.4459149837493896
wise2019acomputational,4.274162769317627
krueger2022identifying,0.43964698910713196
popov2023intent,0.9639813899993896
garcia2023experiential,0.4629936218261719
zhu2020bayesian,2.358394145965576
kumar2023disentangling,0.0008020589593797922
cox2017information,1.1313470602035522
wu2018generalisation,1.9338685274124146
collsiöö2023MCPL,1.1419811248779297
