task,loss
badham2017deficits,0.5957969427108765
bahrami2020four,0.8994860649108887
enkavi2019adaptivenback,0.5684047937393188
enkavi2019digitspan,0.7514275312423706
enkavi2019gonogo,0.0034046543296426
enkavi2019recentprobes,0.3407533168792724
feng2021dynamics,0.4387778043746948
flesch2018comparing,0.48310387134552
frey2017cct,0.2507119178771972
frey2017risk,0.0819870978593826
gershman2018deconstructing,0.3972697257995605
gershman2020reward,0.7012994289398193
hebart2023things,1.1564793586730957
hilbig2014generalized,0.2330967336893081
kool2016when,0.6131870150566101
kool2017cost,0.6150086522102356
lefebvre2017behavioural,0.5640591382980347
levering2020revisiting,0.5742607116699219
ludwig2023human,0.5962920188903809
peterson2021using,0.5485355854034424
plonsky2018when,0.3892430365085602
ruggeri2022globalizability,0.7581237554550171
sadeghiyeh2020temporal,0.65738445520401
schulz2020finding,0.8482761383056641
somerville2017charting,0.5062004327774048
speekenbrink2008learning,0.5835620760917664
steingroever2015data,1.0371575355529783
tomov2020discovery,1.5312711000442505
tomov2021multitask,0.6597834229469299
waltz2020differential,0.3005038499832153
wilson2014humans,0.5548504590988159
wu2023chunking,0.1975381821393966
wulff2018description,0.959751844406128
wulff2018sampling,0.6520333886146545
xiong2023neural,0.3904519975185394
zorowitz2023data,0.5795167684555054
collsiöö2023MCPL,1.3160169124603271
cox2017information,1.369475483894348
garcia2023experiential,0.6446864008903503
jansen2021dunningkruger,2.121995449066162
krueger2022identifying,0.7594918608665466
kumar2023disentangling,2.915470600128174
popov2023intent,1.4293839931488037
wise2019acomputational,5.253469944000244
wu2018generalisation,2.579848527908325
zhu2020bayesian,2.7148277759552
