task,loss
badham2017deficits,0.6372708678245544
bahrami2020four,0.9872240424156189
enkavi2019adaptivenback,0.5939344167709351
enkavi2019digitspan,0.8740251064300537
enkavi2019gonogo,0.0057390471920371056
enkavi2019recentprobes,0.6115840673446655
feng2021dynamics,0.434772253036499
flesch2018comparing,0.5319634079933167
frey2017cct,0.2720016539096832
frey2017risk,0.0851990282535553
gershman2018deconstructing,0.47478076815605164
gershman2020reward,0.7951087951660156
hebart2023things,1.2379624843597412
hilbig2014generalized,0.45198309421539307
kool2016when,0.677762508392334
kool2017cost,0.666795551776886
lefebvre2017behavioural,0.6827822923660278
levering2020revisiting,0.6326148509979248
ludwig2023human,0.6456324458122253
peterson2021using,0.6483075618743896
plonsky2018when,0.43566271662712097
ruggeri2022globalizability,0.7241061925888062
sadeghiyeh2020temporal,0.7338880300521851
schulz2020finding,0.91339510679245
somerville2017charting,0.572479248046875
speekenbrink2008learning,0.6253031492233276
steingroever2015data,1.128194808959961
tomov2020discovery,1.6924967765808105
tomov2021multitask,0.8074948787689209
waltz2020differential,0.352298766374588
wilson2014humans,0.6156063079833984
wu2023chunking,0.20940503478050232
wulff2018description,1.3382495641708374
wulff2018sampling,0.6874210834503174
xiong2023neural,0.3865438997745514
zorowitz2023data,0.6338393092155457
collsiöö2023MCPL,1.5054113864898682
cox2017information,1.6532641649246216
garcia2023experiential,0.7936235070228577
jansen2021dunningkruger,2.2716917991638184
krueger2022identifying,0.9408189654350281
kumar2023disentangling,2.9343771934509277
popov2023intent,1.8183766603469849
wise2019acomputational,5.516395092010498
wu2018generalisation,2.6429901123046875
zhu2020bayesian,2.975651979446411
