task,loss
badham2017deficits,0.9197996854782104
bahrami2020four,2.0953657627105713
enkavi2019adaptivenback,0.7899112701416016
enkavi2019digitspan,2.1569771766662598
enkavi2019gonogo,0.03565262630581856
enkavi2019recentprobes,1.0002930164337158
feng2021dynamics,0.6461735367774963
flesch2018comparing,0.6058090329170227
frey2017cct,0.48060983419418335
frey2017risk,0.1693251132965088
gershman2018deconstructing,0.9782297611236572
gershman2020reward,0.9189872145652771
hebart2023things,2.1306328773498535
hilbig2014generalized,0.6055942177772522
kool2016when,1.1466478109359741
kool2017cost,1.1700762510299683
lefebvre2017behavioural,1.1615533828735352
levering2020revisiting,1.1537271738052368
ludwig2023human,1.4858015775680542
peterson2021using,1.6496989727020264
plonsky2018when,0.9490674138069153
ruggeri2022globalizability,2.7479653358459473
sadeghiyeh2020temporal,1.0997769832611084
schulz2020finding,1.4109289646148682
somerville2017charting,0.8630949258804321
speekenbrink2008learning,0.8866242170333862
steingroever2015data,2.2654848098754883
tomov2020discovery,2.4110536575317383
tomov2021multitask,1.2022650241851807
waltz2020differential,0.5350221395492554
wilson2014humans,0.8856932520866394
wu2023chunking,0.25131210684776306
wulff2018description,2.9855599403381348
wulff2018sampling,2.291415214538574
xiong2023neural,0.7769668698310852
zorowitz2023data,1.031221628189087
collsiöö2023MCPL,2.5605640411376953
cox2017information,4.159007549285889
garcia2023experiential,1.372056007385254
jansen2021dunningkruger,3.90393328666687
krueger2022identifying,1.7858480215072632
kumar2023disentangling,3.4846508502960205
popov2023intent,3.0746614933013916
wise2019acomputational,7.029515743255615
wu2018generalisation,3.927849769592285
zhu2020bayesian,4.049583911895752
