task,loss
badham2017deficits,0.6071125268936157
bahrami2020four,0.9468900561332703
enkavi2019adaptivenback,0.5771623253822327
enkavi2019digitspan,0.8946105241775513
enkavi2019gonogo,0.005489169619977474
enkavi2019recentprobes,0.614296555519104
feng2021dynamics,0.4319431781768799
flesch2018comparing,0.5174463391304016
frey2017cct,0.26357129216194153
frey2017risk,0.0877080038189888
gershman2018deconstructing,0.414547324180603
gershman2020reward,0.707478940486908
hebart2023things,1.2118464708328247
hilbig2014generalized,0.33876267075538635
kool2016when,0.6350364685058594
kool2017cost,0.636124312877655
lefebvre2017behavioural,0.6045482158660889
levering2020revisiting,0.6029848456382751
ludwig2023human,0.6062175035476685
peterson2021using,0.6009902358055115
plonsky2018when,0.4005690813064575
ruggeri2022globalizability,0.7971140742301941
sadeghiyeh2020temporal,0.7171826958656311
schulz2020finding,0.9197438955307007
somerville2017charting,0.5469524264335632
speekenbrink2008learning,0.594688892364502
steingroever2015data,1.0555812120437622
tomov2020discovery,1.5499005317687988
tomov2021multitask,0.7177530527114868
waltz2020differential,0.33003532886505127
wilson2014humans,0.5824340581893921
wu2023chunking,0.19300660490989685
wulff2018description,1.0465004444122314
wulff2018sampling,0.6585179567337036
xiong2023neural,0.37916409969329834
zorowitz2023data,0.5887048244476318
collsiöö2023MCPL,1.38145911693573
cox2017information,1.5681818723678589
garcia2023experiential,0.6794089078903198
jansen2021dunningkruger,2.019592523574829
krueger2022identifying,0.8296245336532593
kumar2023disentangling,2.8128249645233154
popov2023intent,1.450380563735962
wise2019acomputational,5.064910888671875
wu2018generalisation,2.552201986312866
zhu2020bayesian,2.6857497692108154
