task,loss
anllo2024weird,0.4426664412021637
bavard2021range,0.4831262528896332
busch2024navon,0.5910423398017883
busch2024stroop,0.8451821208000183
castrorodrigues2022twostep,0.45177924633026123
fan2022trait,0.2786900997161865
franke2024bayesian,1.4914194345474243
frankedegen2016reasoning,1.3367316722869873
guenther2020ts,0.47143861651420593
guenther2023grammaticality,0.42416176199913025
palminteri2017confirmation,0.5252264738082886
rutledge2023happiness,1.397322177886963
shahar2019twosteptask,0.48925402760505676
spektor2024lossaversion,0.5654800534248352
tsvilodub2023xorsome,3.5047481060028076
vandendriessche2022depression,0.5762397050857544
xu2023augmenting,0.7224713563919067
zika2023traitanxiety,3.993426561355591
