task,loss
anllo2024weird,0.49584007263183594
bavard2021range,0.56302809715271
busch2024navon,0.4303102195262909
busch2024stroop,0.5263051390647888
castrorodrigues2022twostep,0.2578742206096649
fan2022trait,0.4166758358478546
franke2024bayesian,1.5491594076156616
frankedegen2016reasoning,1.4958734512329102
guenther2020ts,0.6200865507125854
guenther2023grammaticality,0.47358500957489014
palminteri2017confirmation,0.6409164667129517
rutledge2023happiness,1.461695909500122
shahar2019twosteptask,0.5459017157554626
spektor2024lossaversion,0.5723660588264465
tsvilodub2023xorsome,3.367014169692993
vandendriessche2022depression,0.6867027282714844
xu2023augmenting,0.718481719493866
zika2023traitanxiety,3.6598734855651855
