task,loss
anllo2024weird,0.4618861675262451
bavard2021range,0.520312488079071
busch2024navon,0.38798201084136963
busch2024stroop,0.1986389309167862
castrorodrigues2022twostep,0.2581622898578644
fan2022trait,0.390402227640152
franke2024bayesian,1.845484972000122
frankedegen2016reasoning,1.1908398866653442
guenther2020ts,0.3654823899269104
guenther2023grammaticality,0.34321147203445435
palminteri2017confirmation,0.5828104019165039
rutledge2023happiness,1.4269442558288574
shahar2019twosteptask,0.5250371694564819
spektor2024lossaversion,0.5359991788864136
tsvilodub2023xorsome,3.232058048248291
vandendriessche2022depression,0.586071252822876
xu2023augmenting,0.7071316838264465
zika2023traitanxiety,3.871605157852173
