task,loss
anllo2024weird,0.49346596002578735
bavard2021range,0.5704532265663147
busch2024navon,0.4682898223400116
busch2024stroop,0.9736431241035461
castrorodrigues2022twostep,1.2894586324691772
fan2022trait,0.42012524604797363
franke2024bayesian,1.6353051662445068
frankedegen2016reasoning,1.4656927585601807
guenther2020ts,0.4899674952030182
guenther2023grammaticality,0.5043366551399231
palminteri2017confirmation,0.6166285276412964
rutledge2023happiness,1.5743293762207031
shahar2019twosteptask,0.5444097518920898
spektor2024lossaversion,0.6585683822631836
tsvilodub2023xorsome,3.6209962368011475
vandendriessche2022depression,0.6919211745262146
xu2023augmenting,0.732506513595581
zika2023traitanxiety,3.999166965484619
