task,condition,loss
speekenbrink2008learning,instruction_ablated,0.6078648567199707
speekenbrink2008learning,content_masked,0.7093232274055481
speekenbrink2008learning,history_only,0.7092758417129517
steingroever2015data,original,0.9185510277748108
steingroever2015data,instruction_ablated,1.0876699686050415
steingroever2015data,content_masked,0.9800643920898438
steingroever2015data,history_only,0.9898120760917664
waltz2020differential,original,0.1557721197605133
waltz2020differential,instruction_ablated,0.16184423863887787
waltz2020differential,content_masked,0.32934314012527466
waltz2020differential,history_only,0.43766748905181885
wilson2014humans,original,0.4642053544521332
wilson2014humans,instruction_ablated,0.4685842990875244
wilson2014humans,content_masked,0.5540633201599121
wilson2014humans,history_only,0.6206854581832886
wise2019acomputational,original,4.797362804412842
wise2019acomputational,instruction_ablated,4.804975509643555
wise2019acomputational,content_masked,4.965925693511963
wise2019acomputational,history_only,4.955389499664307
wu2018generalisation,original,1.9960957765579224
wu2018generalisation,instruction_ablated,2.0381925106048584
wu2018generalisation,content_masked,2.5189664363861084
wu2018generalisation,history_only,2.6772799491882324
wulff2018description,original,0.6283411383628845
wulff2018description,instruction_ablated,0.6674700975418091
wulff2018description,content_masked,0.6824517846107483
wulff2018description,history_only,0.6691756844520569
wulff2018sampling,original,0.4873947203159332
wulff2018sampling,instruction_ablated,0.8982945084571838
wulff2018sampling,content_masked,0.556908130645752
wulff2018sampling,history_only,0.593844473361969
xiong2023neural,original,0.3075275123119354
xiong2023neural,instruction_ablated,0.3156266510486603
xiong2023neural,content_masked,0.4901425838470459
xiong2023neural,history_only,0.44138917326927185
flesch2018comparing,instruction_ablated,0.4133945405483246
gershman2020reward,instruction_ablated,0.5603929162025452
hilbig2014generalized,instruction_ablated,0.0887717679142952
levering2020revisiting,instruction_ablated,0.5937187671661377
kool2016when,instruction_ablated,0.5068804025650024
kool2017cost,instruction_ablated,0.5378691554069519
zorowitz2023data,instruction_ablated,0.5165730714797974
tomov2020discovery,instruction_ablated,1.4534368515014648
tomov2021multitask,instruction_ablated,0.6831527352333069
flesch2018comparing,content_masked,0.7017077207565308
gershman2020reward,content_masked,1.0334856510162354
hilbig2014generalized,content_masked,0.738010585308075
levering2020revisiting,content_masked,0.7905117273330688
kool2016when,content_masked,1.1661535501480103
kool2017cost,content_masked,1.133705496788025
zorowitz2023data,content_masked,0.9730694890022278
tomov2020discovery,content_masked,1.4687488079071045
tomov2021multitask,content_masked,0.7825713157653809
flesch2018comparing,history_only,0.6935240030288696
gershman2020reward,history_only,1.0685244798660278
hilbig2014generalized,history_only,0.7330067157745361
levering2020revisiting,history_only,0.9237322211265564
kool2016when,history_only,1.3647356033325195
kool2017cost,history_only,1.3160309791564941
zorowitz2023data,history_only,1.2844882011413574
tomov2020discovery,history_only,1.3878962993621826
tomov2021multitask,history_only,0.8680387735366821
flesch2018comparing,original,0.3892098367214203
gershman2020reward,original,0.5319401621818542
hilbig2014generalized,original,0.07869697362184525
kool2016when,original,0.4960327744483948
kool2017cost,original,0.5315508246421814
levering2020revisiting,original,0.5040603876113892
tomov2020discovery,original,1.160322666168213
tomov2021multitask,original,0.5889855623245239
zorowitz2023data,original,0.508904755115509
