task,condition,loss
badham2017deficits,original,0.5314880609512329
badham2017deficits,instruction_ablated,0.5682538747787476
badham2017deficits,content_masked,0.6942176222801208
badham2017deficits,history_only,0.6969646215438843
bahrami2020four,original,0.7090862393379211
bahrami2020four,instruction_ablated,0.8351259231567383
bahrami2020four,content_masked,0.8437197208404541
bahrami2020four,history_only,0.8566871285438538
collsiöö2023MCPL,original,1.124923825263977
collsiöö2023MCPL,instruction_ablated,1.1871978044509888
collsiöö2023MCPL,content_masked,1.9622734785079956
collsiöö2023MCPL,history_only,1.9722533226013184
feng2021dynamics,original,0.21812398731708527
feng2021dynamics,instruction_ablated,0.23787522315979004
feng2021dynamics,content_masked,0.44352683424949646
feng2021dynamics,history_only,0.5434200763702393
frey2017cct,original,0.2009570300579071
frey2017cct,instruction_ablated,0.23028041422367096
frey2017cct,content_masked,0.2804400622844696
frey2017cct,history_only,0.2949122488498688
garcia2023experiential,original,0.4596443474292755
garcia2023experiential,instruction_ablated,0.46515971422195435
garcia2023experiential,content_masked,0.8469595313072205
garcia2023experiential,history_only,1.4710668325424194
gershman2018deconstructing,original,0.29348981380462646
gershman2018deconstructing,instruction_ablated,0.3514486253261566
gershman2018deconstructing,content_masked,0.39337441325187683
gershman2018deconstructing,history_only,0.4573173522949219
krueger2022identifying,original,0.42976558208465576
krueger2022identifying,instruction_ablated,0.6442781686782837
krueger2022identifying,content_masked,0.8153748512268066
krueger2022identifying,history_only,0.9279090762138367
lefebvre2017behavioural,original,0.4912647306919098
lefebvre2017behavioural,instruction_ablated,0.4913506805896759
lefebvre2017behavioural,content_masked,2.0432262420654297
lefebvre2017behavioural,history_only,2.045037269592285
peterson2021using,original,0.4328209161758423
peterson2021using,instruction_ablated,0.43736177682876587
peterson2021using,content_masked,0.5107156038284302
peterson2021using,history_only,0.5608745217323303
plonsky2018when,original,0.3354544937610626
plonsky2018when,instruction_ablated,0.33636829257011414
plonsky2018when,content_masked,0.3772725760936737
plonsky2018when,history_only,0.40647634863853455
sadeghiyeh2020temporal,original,0.5804494619369507
sadeghiyeh2020temporal,instruction_ablated,0.5841209888458252
sadeghiyeh2020temporal,content_masked,0.6264775991439819
sadeghiyeh2020temporal,history_only,0.6765883564949036
schulz2020finding,original,0.6463435292243958
schulz2020finding,instruction_ablated,0.6785078048706055
schulz2020finding,content_masked,0.8478796482086182
schulz2020finding,history_only,1.0027323961257935
somerville2017charting,original,0.3367616534233093
somerville2017charting,instruction_ablated,0.3442673683166504
somerville2017charting,content_masked,0.5202216506004333
somerville2017charting,history_only,0.6001046299934387
speekenbrink2008learning,original,0.5583814382553101
speekenbrink2008learning,instruction_ablated,0.6114926338195801
speekenbrink2008learning,content_masked,0.7091947793960571
speekenbrink2008learning,history_only,0.7040555477142334
steingroever2015data,original,0.9077120423316956
steingroever2015data,instruction_ablated,1.0773425102233887
steingroever2015data,content_masked,0.9686639308929443
steingroever2015data,history_only,0.9784144759178162
waltz2020differential,original,0.14446435868740082
waltz2020differential,instruction_ablated,0.15206605195999146
waltz2020differential,content_masked,0.3315473198890686
waltz2020differential,history_only,0.44109705090522766
wilson2014humans,original,0.4515136182308197
wilson2014humans,instruction_ablated,0.45911407470703125
wilson2014humans,content_masked,0.5463657975196838
wilson2014humans,history_only,0.6171026825904846
wise2019acomputational,original,3.6625945568084717
wise2019acomputational,instruction_ablated,3.6873421669006348
wise2019acomputational,content_masked,3.8824172019958496
wise2019acomputational,history_only,3.9084904193878174
wu2018generalisation,original,1.9261353015899658
wu2018generalisation,instruction_ablated,2.030172109603882
wu2018generalisation,content_masked,2.4591660499572754
wu2018generalisation,history_only,2.6074397563934326
wulff2018description,original,0.5998730063438416
wulff2018description,instruction_ablated,0.6868970394134521
wulff2018description,content_masked,0.7096920609474182
wulff2018description,history_only,0.6753354668617249
wulff2018sampling,original,0.4801293909549713
