task,condition,loss
waltz2020differential,instruction_ablated,0.1668739765882492
waltz2020differential,content_masked,0.3296314477920532
waltz2020differential,history_only,0.4373224377632141
wilson2014humans,original,0.4520536959171295
wilson2014humans,instruction_ablated,0.46203574538230896
wilson2014humans,content_masked,0.549629807472229
wilson2014humans,history_only,0.6178106665611267
wise2019acomputational,original,4.274162769317627
wise2019acomputational,instruction_ablated,4.301930904388428
wise2019acomputational,content_masked,4.460400104522705
wise2019acomputational,history_only,4.531554222106934
wu2018generalisation,original,1.9338685274124146
wu2018generalisation,instruction_ablated,2.01637601852417
wu2018generalisation,content_masked,2.3748862743377686
wu2018generalisation,history_only,2.487194776535034
wulff2018description,original,0.6200731992721558
wulff2018description,instruction_ablated,0.6491976976394653
wulff2018description,content_masked,0.6913968920707703
wulff2018description,history_only,0.7403478622436523
wulff2018sampling,original,0.48636719584465027
wulff2018sampling,instruction_ablated,0.9265967607498169
wulff2018sampling,content_masked,0.5718813538551331
wulff2018sampling,history_only,0.5938960313796997
xiong2023neural,original,0.29102131724357605
xiong2023neural,instruction_ablated,0.29525598883628845
xiong2023neural,content_masked,0.4796839654445648
xiong2023neural,history_only,0.4248903691768646
flesch2018comparing,instruction_ablated,0.4067279100418091
gershman2020reward,instruction_ablated,0.5534571409225464
hilbig2014generalized,instruction_ablated,0.1434427946805954
levering2020revisiting,instruction_ablated,0.6112468242645264
kool2016when,instruction_ablated,0.5221458077430725
kool2017cost,instruction_ablated,0.5371541976928711
zorowitz2023data,instruction_ablated,0.5288642048835754
tomov2020discovery,instruction_ablated,1.4348961114883423
tomov2021multitask,instruction_ablated,0.6505295634269714
flesch2018comparing,content_masked,0.6827380061149597
gershman2020reward,content_masked,1.021782398223877
hilbig2014generalized,content_masked,0.7236400246620178
levering2020revisiting,content_masked,0.7829990386962891
kool2016when,content_masked,1.173770546913147
kool2017cost,content_masked,1.1306222677230835
zorowitz2023data,content_masked,0.9574166536331177
tomov2020discovery,content_masked,1.442793369293213
tomov2021multitask,content_masked,0.7761996388435364
flesch2018comparing,history_only,0.6846219897270203
gershman2020reward,history_only,1.0735251903533936
hilbig2014generalized,history_only,0.7225751876831055
levering2020revisiting,history_only,0.9062316417694092
kool2016when,history_only,1.283807396888733
kool2017cost,history_only,1.1985769271850586
zorowitz2023data,history_only,1.1013755798339844
tomov2020discovery,history_only,1.334675908088684
tomov2021multitask,history_only,0.8267415165901184
flesch2018comparing,original,0.38055381178855896
gershman2020reward,original,0.5237135887145996
hilbig2014generalized,original,0.09422992914915085
kool2016when,original,0.4903619587421417
kool2017cost,original,0.5267626047134399
levering2020revisiting,original,0.5005109310150146
tomov2020discovery,original,1.138393759727478
tomov2021multitask,original,0.5766856074333191
zorowitz2023data,original,0.5104120969772339
