task,condition,loss
badham2017deficits,original,0.5478939414024353
badham2017deficits,instruction_ablated,0.5772405862808228
badham2017deficits,content_masked,0.6985142230987549
badham2017deficits,history_only,0.6955582499504089
bahrami2020four,original,0.7233037352561951
bahrami2020four,instruction_ablated,0.848314106464386
bahrami2020four,content_masked,0.8630046248435974
bahrami2020four,history_only,0.8774926662445068
collsiöö2023MCPL,original,1.1613385677337646
collsiöö2023MCPL,instruction_ablated,1.2301050424575806
collsiöö2023MCPL,content_masked,1.9731597900390625
collsiöö2023MCPL,history_only,1.968522310256958
feng2021dynamics,original,0.22512252628803253
feng2021dynamics,instruction_ablated,0.24824810028076172
feng2021dynamics,content_masked,0.4449319541454315
feng2021dynamics,history_only,0.5481367707252502
frey2017cct,original,0.20373742282390594
frey2017cct,instruction_ablated,0.237885519862175
frey2017cct,content_masked,0.2802254855632782
frey2017cct,history_only,0.29909005761146545
garcia2023experiential,original,0.47384485602378845
garcia2023experiential,instruction_ablated,0.4787065386772156
garcia2023experiential,content_masked,0.8932653069496155
garcia2023experiential,history_only,1.512626051902771
gershman2018deconstructing,original,0.30325329303741455
gershman2018deconstructing,instruction_ablated,0.357174277305603
gershman2018deconstructing,content_masked,0.39492079615592957
gershman2018deconstructing,history_only,0.4673118591308594
krueger2022identifying,original,0.4663465619087219
krueger2022identifying,instruction_ablated,0.6857293844223022
krueger2022identifying,content_masked,0.8707541823387146
krueger2022identifying,history_only,0.9940436482429504
lefebvre2017behavioural,original,0.5022009611129761
lefebvre2017behavioural,instruction_ablated,0.5016384124755859
lefebvre2017behavioural,content_masked,2.0904006958007812
lefebvre2017behavioural,history_only,2.0644938945770264
peterson2021using,original,0.43888017535209656
peterson2021using,instruction_ablated,0.45793816447257996
peterson2021using,content_masked,0.5097107291221619
peterson2021using,history_only,0.5711065530776978
plonsky2018when,original,0.344669371843338
plonsky2018when,instruction_ablated,0.347677618265152
plonsky2018when,content_masked,0.37931501865386963
plonsky2018when,history_only,0.409757524728775
sadeghiyeh2020temporal,original,0.5835686326026917
sadeghiyeh2020temporal,instruction_ablated,0.5875021815299988
sadeghiyeh2020temporal,content_masked,0.6282923221588135
sadeghiyeh2020temporal,history_only,0.6780704855918884
schulz2020finding,original,0.6641080379486084
schulz2020finding,instruction_ablated,0.6965541839599609
schulz2020finding,content_masked,0.8794413208961487
schulz2020finding,history_only,1.0444414615631104
somerville2017charting,original,0.3436768054962158
somerville2017charting,instruction_ablated,0.3529973328113556
somerville2017charting,content_masked,0.5260725617408752
somerville2017charting,history_only,0.6044905781745911
speekenbrink2008learning,original,0.5635452270507812
speekenbrink2008learning,instruction_ablated,0.6460856795310974
speekenbrink2008learning,content_masked,0.7022366523742676
speekenbrink2008learning,history_only,0.6985340118408203
steingroever2015data,original,0.93060302734375
steingroever2015data,instruction_ablated,1.093682885169983
